Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
58,dis,1,kNN,Original Features,,0.6445196475933608,0.10031184748701089,0.11118183599341758,29,0,0.023937034606933593
58,dis,1,kNN,Arithmetic-based Features,,0.676697929198409,0.09182933854259226,0.07276181804797899,29,0,0.7384329795837402
59,volcanoes-e4,1,kNN,Original Features,,0.19063493567735107,0.0005711219360544787,0.008044340678276696,3,0,0.007582759857177735
59,volcanoes-e4,1,kNN,Arithmetic-based Features,,0.1903721678056416,0.0005201336718200477,0.010126601891542159,3,0,0.04687042236328125
60,thyroid-dis,1,kNN,Original Features,,0.3120621942357318,0.037363208670641815,0.11935150797414457,26,0,0.019345521926879883
60,thyroid-dis,1,kNN,Arithmetic-based Features,,0.27855185362498447,0.036468613063098815,0.13289301990210511,26,0,0.21183390617370607
61,analcatdata_supreme,2,kNN,Original Features,,0.8544495889465757,0.19527143494476448,0.13970115468416178,7,0,0.024935150146484376
61,analcatdata_supreme,2,kNN,Arithmetic-based Features,,0.839793634832678,0.20766863277951825,0.15351583514971567,7,0,0.06741447448730468
62,fri_c2_500_5,2,kNN,Original Features,,0.8837277132816258,0.023956575988692125,0.05168709401351024,5,0,0.012369251251220703
62,fri_c2_500_5,2,kNN,Arithmetic-based Features,,0.8102838610560449,0.01204394355096687,0.08101823737709724,5,0,0.03650035858154297
63,bank-marketing,2,kNN,Original Features,,0.5955391168873703,0.0160035011151148,0.10293262841974293,60,0,0.037099456787109374
63,bank-marketing,2,kNN,Arithmetic-based Features,,0.5964648781147857,0.013160733820580079,0.10582247209190676,60,0,0.6895562648773194
64,fri_c4_1000_10,2,kNN,Original Features,,0.7629249035833003,0.032368749594086504,0.08937728825858182,10,0,0.023734617233276366
64,fri_c4_1000_10,2,kNN,Arithmetic-based Features,,0.6698825602558351,0.030935001513864906,0.11854156876540756,10,0,0.23696460723876953
65,climate-model-simulation-crashes,4,kNN,Original Features,,0.6327144006013271,0.0661665722060243,0.07423130472595385,18,0,0.013165855407714843
65,climate-model-simulation-crashes,4,kNN,Arithmetic-based Features,,0.5526368587604675,0.04328693579810318,0.09227066269885231,18,0,1.532099676132202
66,thyroid-allrep,1,kNN,Original Features,,0.3120621942357318,0.037363208670641815,0.11935150797414457,26,0,0.03011941909790039
66,thyroid-allrep,1,kNN,Arithmetic-based Features,,0.27855185362498447,0.036468613063098815,0.13289301990210511,26,0,0.22120962142944336
67,fri_c2_500_50,2,kNN,Original Features,,0.631311327084916,0.031615469889724995,0.12737798979297432,50,0,0.010573768615722656
67,fri_c2_500_50,2,kNN,Arithmetic-based Features,,0.5270845101258554,0.03733685885496901,0.16670615290620483,50,0,47.42940349578858
68,autoUniv-au6-750,1,kNN,Original Features,,0.12997506947033172,0.020120956573139497,0.2202001726804218,47,0,0.014959049224853516
68,autoUniv-au6-750,1,kNN,Arithmetic-based Features,,0.12825115610892598,0.018674510956960523,0.22346611168408795,47,0,34.27201976776123
69,credit-g,1,kNN,Original Features,,0.5252505562675738,0.03673087843558922,0.14293367124674516,74,0,0.021144962310791014
69,credit-g,1,kNN,Arithmetic-based Features,,0.51771267157275,0.03213421228528662,0.15066056279395645,74,0,0.091953706741333
70,fri_c2_1000_5,2,kNN,Original Features,,0.899619833296167,0.016657666415085422,0.04440912201111302,5,0,0.010965394973754882
70,fri_c2_1000_5,2,kNN,Arithmetic-based Features,,0.8539390121302528,0.018857723310049382,0.04814701132993593,5,0,0.042887639999389646
71,fri_c0_1000_25,2,kNN,Original Features,,0.6892810965406425,0.04418255514376547,0.1326721440829851,25,0,0.024736881256103516
71,fri_c0_1000_25,2,kNN,Arithmetic-based Features,,0.5939525019527533,0.024865191743441314,0.1352472184006217,25,0,10.591468954086304
72,rmftsa_sleepdata,1,kNN,Original Features,,0.6216852092980194,0.0858317514405023,0.14543594285325923,2,0,0.017753124237060547
72,rmftsa_sleepdata,1,kNN,Arithmetic-based Features,,0.6201321327262491,0.08661045982143327,0.14851078394298878,2,0,0.024934005737304688
73,arsenic-male-lung,2,kNN,Original Features,,0.8653050870697928,0.21931117282138324,0.08557162466188906,4,0,0.013959407806396484
73,arsenic-male-lung,2,kNN,Arithmetic-based Features,,0.8653050870697928,0.21931117282138324,0.08557162466188906,4,0,0.03331351280212402
74,blood-transfusion-service-center,1,kNN,Original Features,,0.4937333648946599,0.07222323346894896,0.22897627210990978,4,0,0.011564970016479492
